Nro,Identificacion,Nombres,Apellidos,NroCuenta,IdBanco,Saldo
11361,4957603826,Jose Elena Ricardo,Lopez Vargas,83752816004542,14,292684.0152
31267,5068474702,Lucia Carlos Elena,Lopez Claros,9976636220900990,9,292683.418
61563,6454661074,Ricardo,Flores,9855786698087030,7,292673.5852
89123,1133884783,Ana,Perez,8051619654306470,12,292668.6661
80167,7184242362,Ana Elena Ricardo,Rodriguez Mamani,2512831095675640,11,292668.0885
96778,4263018051,Maria Carlos Lucia,Perez,9181514244193370,1,292666.3438
13688,7258056912,Maria Ana,Rodriguez Rodriguez,4796709692620580,13,292654.2744
29025,1427077285,Carlos,Rodriguez Perez,8003476761001580,11,292652.3527
50111,1255409698,Jorge Carlos,Mamani Quispe,2120775523040210,10,292651.2196
118605,5301925697,Jorge Jorge Juan,Garcia Rodriguez,1869800879451390,1,292648.26
79431,767106891,Jorge Diego Diego,Rodriguez,7671620232097110,6,292642.3652
11526,9189188148,Sofia Juan,Claros,3528448683153530,13,292638.6708
83281,8642601396,Elena Diego,Quispe Flores,2139923472037660,1,292631.5374
1513,6035795266,Ana,Vargas Perez,8432276360407370,12,292631.1751
112715,4945977075,Lucia Ricardo,Perez,6405462207624910,2,292626.942
116714,4254262877,Ricardo,Garcia,29213264341337,8,292617.2075
113821,4525487192,Jorge Juan Juan,Quispe,5003705261013640,8,292610.4491
79384,8560747811,Ana Ricardo Ricardo,Flores Vargas,1856113115126960,1,292603.3219
108309,4758828487,Sofia Juan Sofia,Vargas Mendoza,4302533204354630,1,292599.6626
101029,8760843664,Elena Jorge Sofia,Perez Garcia,9420389717634880,12,292595.9791
27480,6564972137,Ricardo Carlos Elena,Garcia,9683129326455520,13,292591.7772
44404,1631225538,Luis Ricardo,Garcia Choque,8324542331259180,13,292590.4697
56173,8947632035,Diego Jorge Lucia,Rodriguez,5596800116905430,2,292590.1079
3114,1526318938,Jose Maria,Choque Vargas,464867402801454,3,292587.036
45373,7284804533,Luis,Mamani Perez,2574446279035310,7,292584.7689
4372,235446550,Ana Sofia Juan,Lopez,5698203973256890,11,292582.7827
44280,9455793419,Juan Luis,Quispe,2548773449876040,9,292581.7075
75160,17709660,Diego,Lopez,7806770098971070,6,292578.3914
78882,3074029925,Jorge Jorge Jorge,Perez Lopez,8011823829190740,10,292577.254
119463,8356243825,Maria Juan Ricardo,Lopez,1341045688504470,12,292576.9772
99715,4521474400,Ricardo Elena Lucia,Lopez Rodriguez,6399947260068370,3,292574.5263
2311,3086416883,Diego,Flores Mamani,6535275631983890,4,292569.9491
122827,102999133,Sofia,Flores Rodriguez,8860026095954830,14,292559.5836
82446,3101706770,Maria,Mamani,1264030124890510,3,292557.4518
62018,996701701,Lucia,Martinez,1456375866474420,7,292549.5488
111298,1420874495,Ana Lucia Sofia,Vargas,4843026537653970,10,292548.0834
37395,3546373594,Jorge,Quispe,1218590912774770,2,292542.2166
78114,6625860853,Ana Juan Diego,Rodriguez Vargas,6472362868032490,7,292539.4947
4682,1413526159,Lucia Diego Jose,Vargas Flores,9699232638925060,14,292537.9802
121609,137698451,Luis Ricardo,Lopez Choque,4046957083211000,13,292535.8866
120234,9764384015,Luis,Quispe,2472378227379320,6,292532.8673
4720,3619629866,Carlos Ana Lucia,Garcia Perez,1066488834304190,10,292527.5261
64857,3726293929,Diego Jorge Luis,Rodriguez Mendoza,611938299620706,8,292522.6841
38258,2460241378,Elena Jorge Juan,Mendoza Mendoza,2436014563033500,9,292520.7229
99594,1123709509,Jorge,Quispe,3090679979288050,13,292518.617
119358,1855169473,Elena Elena Ana,Mendoza Vargas,47202291385215,11,292513.9987
83898,6056159643,Sofia Sofia,Rodriguez,2935699468532650,5,292511.8202
100914,7319335278,Juan Elena,Quispe Mamani,7249373396960960,6,292504.891
115563,6216609719,Ricardo Juan,Garcia Mamani,2781712147234170,13,292496.1563
47238,6973824868,Elena,Perez,4148153366649920,11,292493.065
67306,5667118539,Diego Lucia,Claros,9311183331036750,14,292491.8996
55569,5540893565,Maria Jose Ricardo,Mendoza Lopez,8911659314204980,10,292491.0353
84315,2657488965,Lucia,Mendoza Rodriguez,3966260960389350,14,292490.6281
91477,8367312424,Jorge,Rodriguez Rodriguez,435929326593444,12,292489.4087
54947,3465866456,Sofia Lucia Maria,Perez,3007092098575830,3,292488.1249
7248,7637115863,Jorge Jorge Luis,Rodriguez Quispe,4775762144978370,6,292483.8683
32883,9174497447,Juan Diego,Vargas,7339841330365240,14,292475.9062
123774,5955823749,Elena,Quispe Flores,1304739830470750,12,292466.8512
10978,9433577215,Diego Diego Sofia,Claros Mendoza,2686606505545110,7,292466.8145
115503,5360792459,Elena,Flores,3649613392733900,7,292465.4299
58035,958948723,Carlos,Flores,9221925346567110,14,292464.7251
10744,4754215202,Jorge Elena Maria,Mamani Quispe,5820945207578550,10,292460.4878
108695,3661369105,Juan,Claros,1559202552223250,14,292457.0654
40800,5485012773,Ricardo,Claros Perez,5140982379155400,12,292455.4258
31884,3422939256,Ana Jose Elena,Flores,2848484149143100,13,292452.1296
95627,1654320307,Juan Jose,Flores Choque,343092963470270,6,292449.7576
23414,9830323499,Ricardo Lucia Elena,Vargas,9117916622566960,3,292441.9051
21368,8489732506,Lucia Jose Carlos,Garcia,2768296077805690,7,292427.6065
114088,2415517219,Elena Carlos,Quispe Mendoza,3539420793323070,12,292421.4788
33155,5772326422,Jose,Quispe Flores,5115296969701580,5,292421.0788
56576,8890324142,Jose,Claros Mamani,4153265594090000,9,292406.6394
71464,6755707883,Jose Juan Ana,Flores Garcia,3981381316576430,9,292385.7734
64923,1309544497,Sofia Jose Carlos,Flores,4484271577208130,8,292385.5832
93111,292325485,Ricardo,Perez,5892729876787580,4,292382.4019
51497,6768901574,Luis,Perez,3161113134380050,8,292376.4565
101094,461430585,Maria,Choque Quispe,5307302918391400,3,292375.9055
123443,3263534375,Diego Diego Jose,Mamani,5144647342824710,4,292373.1309
42355,2227352325,Jose Maria Sofia,Rodriguez,7038481857560120,14,292371.4764
37115,980791930,Ana Diego,Perez Lopez,9743218160946850,4,292370.8142
11185,1978208543,Elena,Perez,8205981894975710,13,292369.4632
55284,8852980196,Jorge Ana Sofia,Mendoza Mendoza,2097391841763060,4,292359.0848
53514,4040025132,Ana,Mendoza Rodriguez,9222804285910500,14,292355.7563
15419,8000462114,Carlos,Garcia Claros,4246208512406850,8,292355.671
19793,5309417511,Sofia,Vargas,5314207421053410,6,292354.6734
9419,7754320504,Maria,Mendoza Perez,6259606524242100,11,292349.9861
52297,4328409545,Diego Maria,Vargas,7910566585203610,1,292349.4839
28552,1816252001,Elena,Flores Mamani,9604724912141900,3,292320.7685
34709,2282892687,Lucia,Rodriguez,8433693329412380,12,292316.9164
56560,1622006665,Jose Ana Carlos,Vargas,4162473823819250,7,292315.08
14284,7416771679,Maria,Perez Lopez,7790718639353080,2,292311.7
70211,2914144251,Ana Diego Ricardo,Mamani Garcia,8059718996730420,13,292311.6113
83487,4542033727,Juan,Flores Mamani,9596705795855170,1,292308.3628
82537,8285591821,Juan Sofia Diego,Garcia Vargas,1691585671852920,1,292299.9181
104776,5956564893,Elena Luis,Mamani,5345093940015110,9,292298.9529
26614,2877487931,Juan,Claros Rodriguez,2915342026697880,1,292292.732
104169,4052732250,Elena Maria Jorge,Mamani,1068276139962970,3,292292.4589
81374,6534974281,Maria Lucia,Vargas Claros,2116002103789150,7,292292.2293
30142,7168664017,Diego Jorge,Rodriguez Mendoza,9382780690478760,1,292291.2
32787,7034293847,Luis,Mendoza,2741818064228670,3,292280.4019
21482,293762327,Sofia,Quispe Garcia,9064339317484730,3,292264.9379
62734,5479618365,Lucia Jorge Maria,Claros,1399031341136370,14,292264.1889
102265,6652292863,Diego Elena,Flores,9210003355484090,6,292251.5199
24897,5124179985,Jose Sofia,Claros Flores,5550483026307940,14,292246.9588
92062,8387421072,Elena Elena Diego,Garcia,6227851004757180,4,292246.5571
78538,4363907795,Maria,Mamani,6757234253594240,12,292240.1996
121313,4042485089,Lucia Sofia Juan,Mamani,7906185221955530,11,292236.6234
78778,213553017,Jose Ricardo Lucia,Perez Mamani,9618965751561180,2,292231.7587
51266,728287944,Diego Ana Maria,Choque,3827044487893920,7,292231.6587
23775,9398211105,Juan Jorge Elena,Flores Vargas,7280302098884220,11,292221.21
104505,8424593899,Ana,Mamani,5275148202073940,2,292212.9706
69703,3968259527,Sofia,Quispe,131354450608463,10,292210.2251
8762,4295142129,Elena,Mamani Mendoza,896739964183632,7,292206.7642
69787,7025240668,Diego,Garcia Vargas,521049873594157,7,292201.6184
30335,8450829396,Ana Ana Juan,Rodriguez,6725484231048020,2,292192.7202
25824,8619464186,Jose,Vargas Claros,2374393449281280,10,292188.8548
67823,8971304228,Carlos,Perez Claros,9572948530743400,14,292185.1307
30256,1992595091,Juan Ana,Rodriguez Quispe,6249481960224880,12,292182.3802
96471,79000638,Juan Maria,Garcia,6077140159369880,13,292181.6832
114604,1929786015,Luis Luis Lucia,Garcia,5969803266002770,13,292181.6768
122925,9410927817,Jorge Ricardo,Vargas Mendoza,1865866227651780,12,292176.3719
4221,3791790202,Luis Carlos,Mendoza,3274701527806900,3,292175.1061
48524,485973447,Juan,Vargas,2567951345256610,2,292174.0592
16046,2113379903,Carlos Lucia,Mamani Mamani,53750647702466,4,292171.6017
84646,6685677386,Luis,Lopez Garcia,1413158910527580,2,292165.5464
69778,8543445410,Lucia Juan Jorge,Mendoza Quispe,6135468643419260,9,292155.92
44626,2418138355,Lucia Maria,Perez,4083802478796420,3,292150.962
87581,5114666396,Jose Juan Sofia,Lopez Perez,1576774982125930,2,292150.587
91308,8263697720,Ricardo,Flores Garcia,9249175975384330,5,292148.5363
12177,5697211405,Ricardo,Perez,8227167139687030,14,292141.0848
99218,6861468191,Diego Sofia Juan,Vargas,3510302603326720,12,292138.3584
101007,784023573,Ana Elena,Choque Vargas,702290814862287,6,292137.5197
17311,8762123655,Ricardo,Claros,5437265179727620,9,292136.1222
67191,9042192845,Sofia Juan,Claros Flores,2675039339729950,11,292129.947
110688,1459219065,Luis,Lopez,9354298808373370,8,292129.4782
28828,1462917178,Jose Carlos,Quispe,7914800223934460,5,292128.6841
9132,2498798535,Sofia Juan,Perez Claros,3890297242223530,12,292127.5136
20622,9450385187,Ana,Lopez Vargas,2117202329876230,11,292124.2087
81128,9764157655,Ana Lucia,Perez,3949869763050090,5,292122.3817
62622,5043577930,Ana Lucia,Flores,4499486461483600,3,292120.7679
49067,597972212,Jorge Elena Carlos,Vargas Quispe,2724843836003910,12,292118.8282
66161,5105851814,Maria Maria Diego,Claros Mendoza,7999749026344130,7,292114.5215
11904,3665314972,Elena Sofia,Rodriguez,4428553974470940,3,292108.9312
34604,5575519871,Ricardo Juan Ana,Flores,8600814232350060,13,292102.0078
100119,3683133717,Maria Diego,Perez,8645491009933960,14,292094.8541
92348,3470126294,Sofia Luis,Mamani Lopez,6505715227159540,7,292093.8635
32227,6733993160,Sofia Carlos Sofia,Garcia Claros,4489484420499670,8,292083.4947
94176,2814866547,Luis,Vargas,3280230287732670,2,292082.3644
57836,4593484312,Sofia Elena Maria,Garcia Flores,904674333430829,6,292080.8805
76004,6339402141,Diego,Garcia Mendoza,838192566124902,10,292078.4613
94492,5704993824,Ricardo,Quispe Mendoza,2962610661381730,9,292077.3559
68228,1054294371,Maria Diego,Garcia,4033358740404190,7,292074.9955
43842,6493543257,Diego Luis,Flores Claros,6994568604825360,12,292067.2413
116798,3126611507,Jose Ana,Garcia Mamani,2044768982012290,2,292066.2001
69083,3367403916,Sofia,Vargas,3938096916156920,8,292062
120654,9838920206,Diego Ana,Quispe,4454602782159660,1,292060.1726
14778,4601925391,Ricardo Diego,Flores,7785380720657510,2,292060.0276
92862,7499874229,Jose Jose,Lopez Flores,4705742000586740,13,292058.3428
9181,6131417523,Lucia,Rodriguez Flores,9384450214211420,13,292050.476
31883,6754554120,Lucia Ricardo,Vargas,6390163782909890,4,292036.617
21754,9412268288,Juan Diego,Mendoza Mendoza,13917446268183,7,292035.1414
7668,3057134690,Sofia Juan,Mendoza,1765074443653240,5,292032.4092
13319,3863628443,Sofia Maria Diego,Quispe,2571699475499430,10,292031.0548
90758,465757004,Juan,Flores Quispe,490021325310813,11,292027.2736
65542,4746037308,Diego Elena,Vargas Rodriguez,5398212144109470,5,292024.86
84138,3649054434,Carlos,Garcia,6136229985313850,5,292023.4417
7179,9950107910,Jose Sofia Ricardo,Claros,288921177533993,13,292022.6681
99614,5508887031,Jorge,Quispe,931947129802971,1,292022.387
86535,5373837240,Carlos,Quispe,1299214388344800,10,292015.3623
46582,7426286154,Carlos Maria Lucia,Garcia,3832567176775300,13,292014.9581
94863,7878975711,Ricardo Ricardo Jose,Vargas Garcia,104081352784433,7,292012.1926
51520,54000402,Diego Carlos Maria,Flores Choque,1798550619519980,5,292006.3219
92308,1928555818,Lucia Carlos,Claros Lopez,4156612233475400,8,291989.214
97252,8365557791,Diego Sofia Ana,Vargas Rodriguez,2194006433878490,1,291982.4093
5252,179884524,Jose,Choque Vargas,710846833736263,7,291975.1782
73089,5345468734,Lucia Ana,Quispe Garcia,509148689753899,7,291971.1735
15032,9882512233,Jose Elena,Flores,153824157934511,5,291968.2419
39412,3319389511,Jorge,Lopez Vargas,5220331403034910,11,291967.1659
39050,7901750558,Sofia Lucia,Garcia,5594804095941510,8,291959.691
55884,1986745976,Diego Jorge,Claros Mamani,9452127383307790,14,291952.5925
59269,4807566964,Diego Ricardo Lucia,Lopez,8296976049820710,14,291946.1605
10832,9023656924,Maria Juan,Claros,2392757103344210,10,291941.5315
122044,7828968159,Juan Jorge,Rodriguez,8973764288999100,11,291940.4648
7017,9275317923,Lucia Elena Carlos,Quispe,8715647792777640,9,291925.3022
107365,3835153790,Juan,Flores Vargas,42287050677210,11,291921.8154
77024,7841897869,Maria Jose Ricardo,Perez,8367388947511120,5,291920.3063
36110,3772584611,Sofia Carlos,Mamani,406569672136118,1,291913.8536
53178,569975179,Luis Lucia,Perez Martinez,7906741147262310,14,291911.7461
3099,866602499,Sofia Ricardo Diego,Garcia,9852036648447890,13,291904.2807
32099,4331511150,Jorge Jose,Perez Mendoza,5385261251359160,3,291897.4656
71744,171922855,Diego Elena Carlos,Lopez Garcia,7975882608732130,5,291895.9719
42938,5429103085,Carlos,Quispe Lopez,2781780131682670,12,291894.1472
108923,8049459166,Jorge Jose Ricardo,Mamani Rodriguez,5264943482332160,6,291891.0602
38659,1483365537,Jose Ricardo,Garcia Vargas,3493869402876000,12,291889.8443
62897,3699348234,Lucia,Perez Claros,6305050125202350,7,291880.9312
118285,1132629807,Sofia Carlos Maria,Flores Martinez,7687413223618040,1,291873.4814
77517,2182956229,Luis Ricardo Elena,Mendoza Perez,6673853140491060,13,291870.6993
100454,6437927858,Maria Jose,Mamani,1417955655846720,3,291866.9622
35196,8188821000,Ana Sofia,Vargas,3826954992826980,11,291865.912
94338,3862101111,Ricardo Lucia Carlos,Flores,5633522864914690,1,291862.4165
4617,3956513255,Ana Maria,Mendoza,7628059026555430,8,291861.5083
37959,3279103092,Ricardo Luis,Garcia,8492773546751220,10,291856.51
55127,6787617679,Maria Diego,Vargas,5410616810180510,13,291852.7485
66238,971928392,Sofia Jorge,Martinez,4211411697086300,5,291848.1713
112842,3482506855,Carlos Lucia,Perez,9868250602087790,3,291846.2549
105740,7318255814,Elena,Flores Vargas,2007141171092950,1,291837.4939
18147,1026408689,Juan Ricardo Juan,Mamani Flores,9209513794171990,7,291835.1496
47614,263773080,Luis Jose Sofia,Vargas,7963561630850450,12,291832.4279
24861,7036176519,Lucia,Perez Rodriguez,5683300297076320,8,291831.5781
14725,4194307672,Jose,Rodriguez Quispe,6235155379394860,11,291830.3615
115522,1271737386,Luis Maria,Garcia,9064163032812040,1,291820.625
91726,9671084333,Carlos,Lopez Perez,4434394545635670,9,291816.4206
21056,9730141164,Elena Sofia,Quispe,8779388124437040,14,291812.9131
59184,1038562773,Carlos Luis Jose,Lopez,8362822240638550,11,291807.802
25488,5932056068,Jorge Ana,Mamani,9835322208414250,8,291807.1392
27712,9074350025,Ana Ricardo,Flores,2327078211495410,10,291789.4822
77475,9010372596,Lucia Lucia Jorge,Claros,512661480962649,13,291786.0011
91749,1744096983,Carlos Ana Sofia,Martinez Vargas,1676459938983870,5,291784.5077
65155,127737022,Ana Lucia,Perez Perez,2306287469478180,11,291762.196
107603,5989902025,Ricardo,Quispe Mendoza,4622456697029540,7,291761.0857
40177,3636659801,Elena,Quispe,7639543032081290,4,291760.2645
5315,7529850048,Elena,Claros,4838332009838220,4,291759.7676
121757,8556730771,Ana Sofia,Mamani,5018383017333720,9,291759.0984
42187,3497560908,Juan Ricardo Maria,Garcia Vargas,7217551497703620,2,291758.6753
102833,4885922460,Luis Ana Luis,Garcia Perez,1754842588991000,2,291747.0625
28435,964030030,Maria Ricardo,Perez,7644944995386010,7,291745.2226
92903,5915994619,Luis Ricardo Maria,Mamani,9137745427531920,4,291743.7811
42296,7677763992,Elena Juan,Mendoza Garcia,4926250015407450,13,291738.235
113429,5986334997,Carlos,Vargas,8286714966067680,12,291736.934
85098,1146456046,Juan Sofia,Choque Garcia,637324641301145,5,291730.8072
28965,2408221864,Jose Diego,Quispe Lopez,9690116710250220,4,291725.9358
18038,7161750588,Ricardo Ana Jose,Perez Claros,3598149065514800,8,291725.2937
35950,3546477038,Jorge Lucia,Vargas Quispe,8596913920047580,4,291721.0555
32971,3748183970,Juan Elena,Lopez,7036570160605240,10,291720.1844
53958,6950442731,Jose,Vargas,5258760775465820,14,291718.0262
18954,5326891592,Carlos Diego,Mamani Rodriguez,4398412608023730,10,291711.8046
65717,8455026788,Lucia Luis,Mamani,5454394159830670,12,291709.7035
119550,3127145253,Jose Jorge Carlos,Mamani,1549666355742100,12,291707.7427
60124,9574158355,Jorge Jose,Lopez,3034031239757420,6,291707.218
74686,7848761546,Juan Jose Ana,Vargas Flores,314634845493416,8,291707.0638
81430,1163484667,Juan Jorge,Quispe,1718990320333010,4,291702.8798
27185,9639472194,Ana Sofia,Claros Quispe,5707264325066960,11,291701.2724
80189,157235351,Juan,Vargas,823900271105270,4,291690.951
28597,8577558034,Lucia Ana,Lopez,1992097789381230,5,291688.848
79959,1283089827,Maria Carlos Lucia,Mamani,121097364986012,4,291682.1507
93600,7661499581,Diego,Mamani Claros,234441898287948,3,291666.706
35458,2050344032,Diego Jorge Juan,Perez Lopez,1669708894065180,3,291660.9907
39983,9537311155,Lucia Ana,Claros Flores,4364243257618870,10,291645.3752
40287,4074599675,Jose Diego,Flores,9837464058216630,5,291635.0797
74986,4985546211,Jorge Ana Carlos,Vargas,4173815692923030,11,291624.5565
85274,5249563072,Carlos Luis Carlos,Garcia,1800590549670980,7,291620.1051
66342,9960277756,Luis Maria,Lopez,1707611091837070,3,291618.4149
95376,9060303224,Diego,Claros,7095481404129710,8,291616.9658
69430,3788672475,Luis Maria,Rodriguez,2554242310817960,2,291611.0746
61758,8110016198,Carlos,Rodriguez Mamani,5338147391139960,2,291608.2545
75156,5311980241,Lucia,Vargas,6295248392481790,8,291603.4912
12145,8035008635,Elena Diego,Rodriguez,5791553103233800,8,291600.9859
15306,3206302949,Lucia Ana,Vargas,2771422482563650,13,291591.8575
94597,2498897614,Juan Carlos,Garcia Vargas,9607293193727890,14,291589.5991
112184,195336774,Sofia Jorge,Vargas Choque,2464070670680900,13,291581.3018
56718,3193162061,Elena,Flores Vargas,9132444372621000,10,291577.0877
34403,3824576455,Jose,Claros,1480306840502750,2,291565.2429
83914,8318838442,Lucia Carlos,Mamani Garcia,2903510533743680,6,291564.7871
9857,5542919695,Lucia,Perez Claros,7145056060577620,9,291560.183
119279,2701201490,Ana,Lopez Quispe,8362285548902140,11,291558.6471
39059,5518706893,Ana Luis,Mamani Perez,965786441730577,11,291555.8666
17840,2941114437,Elena Ricardo Carlos,Rodriguez,427284058747207,3,291552.0353
20746,7263579700,Lucia Lucia,Flores,9899679619154290,4,291549.7183
113657,8600004434,Sofia,Flores Mamani,8723765352474660,7,291546.503
55952,5010973297,Elena,Perez Lopez,7369607335067200,6,291544.5421
101454,9687269395,Luis Ricardo,Mamani,8127412739256580,8,291544.3505
59948,1392252169,Sofia Jose Elena,Garcia,5120793938432030,9,291541.7214
88786,6817268198,Lucia Ricardo Sofia,Mamani,1636143295331500,5,291536.7794
55061,3791924597,Carlos Elena Ricardo,Perez,3079987641467440,12,291531.0537
103670,1041180783,Carlos Maria Lucia,Quispe Perez,9560547692062700,1,291529.0575
7146,8864668045,Sofia Diego Ricardo,Claros Perez,7968510083603120,12,291528.6413
6802,3837689392,Juan Elena Lucia,Mendoza,4959120352717230,10,291526.1411
108884,3798172126,Diego Elena,Rodriguez,3286214010248590,10,291512.9355
111200,2722357382,Diego Lucia,Flores Mamani,9787421573930490,3,291511.5418
22582,9658636208,Diego,Quispe Mendoza,2248939472683490,7,291509.3131
29546,1788093338,Ana Jorge Lucia,Rodriguez,9275136073071340,14,291501.1719
45032,4121803527,Juan Sofia Sofia,Quispe,3698733703770800,4,291489.9261
113326,5231486243,Lucia,Lopez Rodriguez,5228448309113460,6,291484.9278
44245,7310136000,Sofia Sofia,Quispe Vargas,8838019709186970,11,291478.0786
36219,9246156987,Luis Sofia Sofia,Mendoza Mendoza,6431737463691150,6,291472.6458
16923,6670141372,Maria Diego Diego,Flores,6504454673715440,1,291470.4431
44150,5827690397,Juan,Garcia,8574264433336940,7,291468.1528
34792,3632969978,Sofia,Garcia Rodriguez,7055495311039980,1,291467.1765
55681,9402547489,Ana,Vargas,6831286436858090,14,291465.9507
85655,8559447410,Ricardo Jorge,Quispe,3739234969219260,7,291462.604
72453,9393581559,Diego Jorge,Rodriguez,1459630753703310,2,291460.7696
55854,5289790214,Jorge Elena,Mendoza Lopez,6863730955295580,9,291454.2027
97362,7675856424,Sofia,Lopez Lopez,369923805986584,14,291452.801
118950,1171564236,Jose Lucia Lucia,Mamani Perez,8753364549012360,7,291452.4372
23926,3283818972,Carlos Carlos,Perez,4935695309045270,5,291452.2923
10814,1245094536,Maria,Mamani,5601014836941990,2,291434.6132
14453,2662647803,Maria,Mendoza Quispe,7136224979264970,6,291412.7805
42603,4000807081,Maria Diego Luis,Rodriguez Mamani,8361670308613920,11,291407.2262
23600,362159241,Elena Maria,Perez Choque,1855177741891160,11,291394.2998
117345,7272722920,Jose,Mendoza Mendoza,9476423803918740,10,291385.3192
50665,6130905521,Diego Juan Ricardo,Mendoza Mendoza,179832883337102,5,291383.8173
3526,1985002347,Diego Maria Jose,Claros,5655364052751040,8,291371.11
25400,7643683140,Carlos Ricardo,Rodriguez Rodriguez,6262452730590700,12,291369.2734
83468,8259566524,Maria,Rodriguez,455518599416998,9,291352.211
95725,652245020,Elena Ana,Choque Flores,6693773921442420,8,291351.8157
114476,2170002390,Lucia,Mendoza Garcia,3337985883961570,3,291322.5258
3092,1462161249,Jose,Quispe,2752890595060000,2,291316.4699
96521,9277160274,Jorge,Quispe Quispe,3858891093486950,9,291309.9771
1260,726011730,Jorge,Perez Perez,7723141570437330,9,291307.2062
2475,7091517217,Maria Sofia,Mendoza Quispe,3021060929776400,11,291300.2487
102915,3799980811,Luis,Flores,6043809713398330,2,291297.0244
105260,2955060849,Carlos Ricardo,Vargas Garcia,4618575651713670,10,291287.1137
94233,302507765,Luis,Mamani,7262188082771850,9,291285.0821
30211,4713106063,Diego,Mendoza,4813708780363740,4,291271.5263
208,6561104786,Elena,Lopez,5114035479990970,9,291270.5061
35839,1255385047,Jorge Maria Maria,Quispe Choque,8154303530618010,9,291259.484
86640,6779173406,Jose,Mamani Garcia,2489976985564970,10,291259.404
85989,6836366326,Ana Luis,Rodriguez Mendoza,6639166551271880,14,291259.036
8213,9588141639,Diego Juan Carlos,Quispe Vargas,4749770387886120,10,291255.7941
17002,1658949075,Juan Elena Sofia,Lopez Quispe,4511207182020360,6,291255.1944
26313,6841672584,Juan Jose Luis,Perez,1579891820260080,8,291253.3691
37538,7212797352,Sofia,Quispe Garcia,5135290408880730,8,291227.6322
87044,5186568488,Jorge Lucia,Perez,3192734080655530,5,291221.4304
9325,2248504620,Elena Diego,Vargas Vargas,7666396727112690,4,291219.3758
101319,5247746786,Luis,Vargas,5950730221493960,14,291218.4717
20444,4975839287,Jorge,Garcia,1467259162245250,6,291217.1936
17839,2941114437,Elena Ricardo Carlos,Rodriguez,7687322544098160,3,291208.6506
84959,6594167162,Jorge Elena,Quispe Flores,9203691134989710,7,291206.5969
77455,8998534486,Juan Elena,Garcia,8634323052763650,9,291193.373
40452,2198003587,Ricardo Carlos Luis,Quispe,6999963878154000,10,291189.1945
38761,196096692,Elena Jorge Jorge,Lopez Mamani,1539282832252480,9,291188.8125
65528,8477039671,Carlos,Perez Rodriguez,2270003945543660,6,291184.5824
101592,2560410403,Jorge,Perez Lopez,1324733369247040,6,291172.4421
3845,8026677741,Ana,Rodriguez,8123960198524900,2,291167.4267
30372,9055255511,Ana Sofia,Lopez,4053960337266160,5,291166.0144
39624,9152981154,Luis Maria,Rodriguez,3553687597594030,4,291163.3971
115361,1041786721,Jose Ricardo,Perez Perez,8286205427975120,11,291157.928
47500,4047872392,Ana,Rodriguez,5497823506591380,7,291151.5783
104,2127366417,Ana,Vargas Claros,499016251865349,5,291149.1504
10735,1131637290,Maria Jose Luis,Flores Lopez,5443383583578600,11,291143.6
100936,4255212818,Jorge Luis Sofia,Perez,2664388627238420,6,291140.7429
94267,6698108884,Jose,Flores Garcia,8895649943349850,8,291139.9281
109430,2706158901,Lucia Jose Carlos,Claros Lopez,1991379547595320,12,291135.6223
55310,4644485201,Lucia Lucia,Claros Vargas,651365769563826,10,291134.5388
46426,9527881539,Juan,Lopez Perez,2954052436099140,9,291118.5631
52917,263347880,Jorge Jose Sofia,Choque,3790312249979550,10,291109.3409
83422,133017142,Juan,Lopez Choque,1646871593313660,6,291107.9796
47103,777410515,Elena,Vargas Perez,9056683963208880,8,291101.6618
109213,5754583086,Maria Jose,Quispe,9594568588466070,2,291098.0401
72508,636660131,Elena Jose,Quispe,3701003954354880,13,291096.2383
120482,8616641516,Ana,Vargas Lopez,2492767382715350,1,291093.4571
47131,6685909600,Jorge Carlos Lucia,Mamani Rodriguez,5447027505581840,1,291092.5681
113362,2959846647,Lucia Diego,Quispe Garcia,5804668467220640,6,291087.7126
17844,5944345472,Carlos Carlos,Perez,5337133116045700,11,291087.7047
72085,896096973,Carlos,Rodriguez,513224995906634,12,291076.7349
22713,3983910391,Juan,Claros,8745413279974120,4,291070.2311
104781,2324954391,Sofia Juan Ana,Perez,2531405887291660,7,291067.2493
54788,4010488112,Ricardo Lucia Elena,Perez,7245450191546060,6,291064.934
81390,6597717518,Elena Ana,Garcia,4206700853023130,3,291058.6141
29821,760161472,Carlos,Vargas Quispe,1452093356862400,7,291032.4881
59298,1299319402,Ricardo Maria,Choque Choque,3512939280762330,9,291031.3054
63151,9648614219,Carlos,Claros Flores,3777325127725690,1,291029.5
11128,2692326479,Ricardo Elena Lucia,Garcia Rodriguez,543729652343653,6,291029.4995
109020,7100513885,Jose,Garcia Quispe,213218831804028,9,291026.5219
34105,2337504756,Juan Jorge Sofia,Rodriguez Claros,8156280039027520,9,291020.8772
52294,9640330544,Ana Jorge Carlos,Vargas,8308480770185820,7,291019.7195
101905,1311061220,Ricardo Carlos Jorge,Choque,7605440482275750,2,291016.9985
47086,8747452297,Sofia,Garcia Garcia,6515433125115800,2,291015.9871
3874,390829814,Jose,Mamani Martinez,650599340630716,7,291013.6736
88981,4477400167,Elena,Perez,845376986891557,13,291010.1549
102988,2628108782,Diego Jose Elena,Mamani Claros,9404579364609110,14,291008.803
23866,3401334968,Sofia Diego Juan,Garcia,8203945249671590,6,291007.1041
